id;nome;modelo;acompanha;palavraChave;peso;altura;largura;comprimento;codigo;marca;unidadeMedida;ativo;ncm;cest;origemFiscal;dataLancamento;dataAtualizacao;categorias;derivacoes;dataExtracao
2833;BLUSA Avulsa 1ª Xadrez Vermelha;Blusa Avulsa Americana Xadrez;01 Blusa Americana de Primeira Qualidade.;Outlet;0.150;3.00;20.00;20.00;BA1XV;2;UN;True;62063000;;0;2025-01-22T00:00:00-03:00;2025-01-22T14:08:46-03:00;[36];[{'id': 2834, 'codigo': 'BA1XVP', 'nome': 'BLUSA Avulsa 1ª Xadrez Vermelha - P', 'ativo': True}, {'id': 2835, 'codigo': 'BA1XVM', 'nome': 'BLUSA Avulsa 1ª Xadrez Vermelha - M', 'ativo': True}, {'id': 2836, 'codigo': 'BA1XVG', 'nome': 'BLUSA Avulsa 1ª Xadrez Vermelha - G', 'ativo': True}, {'id': 2837, 'codigo': 'BA1XVG3', 'nome': 'BLUSA Avulsa 1ª Xadrez Vermelha - G3', 'ativo': True}];2025-09-11 10:22:49
2652;BLUSA Avulsa Americana Leves Defeitos Xadrez Vermelho;Blusa Avulsa 2ª Qualidade;01 Blusa Americana Manga Curta de 2ª Qualidade.;Outlet;0.150;3.00;20.00;20.00;BAALDXV;2;UN;True;62063000;;0;2024-12-21T00:00:00-03:00;2025-04-01T16:40:21-03:00;[36];[{'id': 3190, 'codigo': 'BAALDXVM', 'nome': 'BLUSA Avulsa Americana Leves Defeitos Xadrez Vermelho - M', 'ativo': True}, {'id': 2654, 'codigo': 'BAALDXVGG', 'nome': 'BLUSA Avulsa Americana Leves Defeitos Xadrez Vermelho - GG', 'ativo': False}, {'id': 2653, 'codigo': 'BAALDXVG', 'nome': 'BLUSA Avulsa Americana Leves Defeitos Xadrez Vermelho - G', 'ativo': False}];2025-09-11 10:22:49
720;Blusa Feminina Algodão Blanc Dream;Blusa Manga Curta.;1 Blusa Manga Curta.;Home Wear, Casa, Dia, Conjunto, Curto, Blusa, Manga Curta, Verão, Calor;0.140;2.00;20.00;26.00;BABD;2;UN;True;62063000;;0;2024-01-02T00:00:00-03:00;;[31, 35, 36];[{'id': 721, 'codigo': 'BABDP', 'nome': 'Blusa Feminina Algodão Blanc Dream - P', 'ativo': True}, {'id': 722, 'codigo': 'BABDM', 'nome': 'Blusa Feminina Algodão Blanc Dream - M', 'ativo': True}, {'id': 723, 'codigo': 'BABDG', 'nome': 'Blusa Feminina Algodão Blanc Dream - G', 'ativo': True}, {'id': 724, 'codigo': 'BABDGG', 'nome': 'Blusa Feminina Algodão Blanc Dream - GG', 'ativo': True}];2025-09-11 10:22:49
1974;BLUSA Avulsa 1ª Be Happy ;Blusa Avulsa 1ª Qualidade;01 Blusa Manga Curta de 1ª Qualidade.;Outlet;0.150;3.00;20.00;20.00;BABHLD;2;UN;True;62063000;;0;2024-08-07T00:00:00-03:00;2025-03-27T17:37:59-03:00;[36];[{'id': 1975, 'codigo': 'BABHLDP', 'nome': 'BLUSA Avulsa 1ª Be Happy  - P', 'ativo': True}, {'id': 2052, 'codigo': 'BABHLDGG', 'nome': 'BLUSA Avulsa 1ª Be Happy  - GG', 'ativo': True}];2025-09-11 10:22:49
3718;BLUSA Avulsa Branca Jesus Love Leves Defeitos;Blusa Avulsa 2ª Qualidade;01 Blusa de 1ª Qualidade.;Outlet;0.150;3.00;20.00;20.00;BABJLLD;2;UN;True;62063000;;0;2025-06-11T00:00:00-03:00;2025-06-11T10:56:58-03:00;[36];[{'id': 3719, 'codigo': 'BABJLM', 'nome': 'BLUSA Avulsa Branca Jesus Love Leves Defeitos - M', 'ativo': True}];2025-09-11 10:22:49
725;Blusa Feminina Algodão Black Dream;Blusa Manga Curta.;1 Blusa Manga Curta.;Home Wear, Casa, Dia, Conjunto, Curto, Blusa, Manga Curta, Verão, Calor;0.140;2.00;20.00;26.00;BABKD;2;UN;True;62063000;;0;2024-01-02T00:00:00-03:00;;[35, 31, 36];[{'id': 726, 'codigo': 'BABKDP', 'nome': 'Blusa Feminina Algodão Black Dream - P', 'ativo': True}, {'id': 727, 'codigo': 'BABKDM', 'nome': 'Blusa Feminina Algodão Black Dream - M', 'ativo': True}, {'id': 728, 'codigo': 'BABKDG', 'nome': 'Blusa Feminina Algodão Black Dream - G', 'ativo': True}, {'id': 729, 'codigo': 'BABKDGG', 'nome': 'Blusa Feminina Algodão Black Dream - GG', 'ativo': True}];2025-09-11 10:22:49
1547;BLUSA Avulsa Leves Defeitos Coração;Blusa Manga Curta Avulsa 2ª Qualidade;01 Blusa Manga Curta de 1ª Qualidade.;Outlet;0.150;3.00;20.00;20.00;BACCO;2;UN;True;62063000;;0;2024-06-19T00:00:00-03:00;;[36];[{'id': 1548, 'codigo': 'BACCOP', 'nome': 'BLUSA Avulsa Leves Defeitos Coração - P', 'ativo': True}, {'id': 1549, 'codigo': 'BACCOM', 'nome': 'BLUSA Avulsa Leves Defeitos Coração - M', 'ativo': True}, {'id': 1550, 'codigo': 'BACCOXGG', 'nome': 'BLUSA Avulsa Leves Defeitos Coração - XGG', 'ativo': True}];2025-09-11 10:22:49
1985;BLUSA Avulsa Dog Me Leves Defeitos;Blusa Manga Curta Avulsa;01 Blusa Manga Curta de Segunda Qualidade.;Outlet;0.150;3.00;20.00;20.00;BADMLD;2;UN;True;62063000;;0;2024-08-08T00:00:00-03:00;2025-04-28T17:28:46-03:00;[36];[{'id': 3347, 'codigo': 'BADMLDGG', 'nome': 'BLUSA Avulsa Dog Me Leves Defeitos - GG', 'ativo': True}, {'id': 1986, 'codigo': 'BADMLDM', 'nome': 'BLUSA Avulsa Dog Me Leves Defeitos - M', 'ativo': True}, {'id': 2338, 'codigo': 'BADMLDG', 'nome': 'BLUSA Avulsa Dog Me Leves Defeitos - G', 'ativo': True}];2025-09-11 10:22:49
735;Blusa Feminina Algodão Dream Rose;Blusa Manga Curta.;1 Blusa Manga Curta.;Home Wear, Casa, Dia, Conjunto, Curto, Blusa, Manga Curta, Verão, Calor;0.150;2.00;20.00;26.00;BADR;2;UN;True;62063000;;0;2024-01-02T00:00:00-03:00;;[31, 35, 36];[{'id': 736, 'codigo': 'BADRP', 'nome': 'Blusa Feminina Algodão Dream Rose - P', 'ativo': True}, {'id': 737, 'codigo': 'BADRM', 'nome': 'Blusa Feminina Algodão Dream Rose - M', 'ativo': True}, {'id': 738, 'codigo': 'BADRG', 'nome': 'Blusa Feminina Algodão Dream Rose - G', 'ativo': True}, {'id': 739, 'codigo': 'BADRGG', 'nome': 'Blusa Feminina Algodão Dream Rose - GG', 'ativo': True}];2025-09-11 10:22:49
750;Blusa Feminina Algodão Dream Rosa;Blusa Manga Curta.;1 Blusa Manga Curta.;Home Wear, Casa, Dia, Conjunto, Curto, Blusa, Manga Curta, Verão, Calor;0.140;2.00;20.00;26.00;BADR2;2;UN;True;62063000;;0;2024-01-02T00:00:00-03:00;;[31, 35, 36];[{'id': 751, 'codigo': 'BADR2P', 'nome': 'Blusa Feminina Algodão Dream Rosa - P', 'ativo': True}, {'id': 752, 'codigo': 'BADR2M', 'nome': 'Blusa Feminina Algodão Dream Rosa - M', 'ativo': True}, {'id': 753, 'codigo': 'BADR2G', 'nome': 'Blusa Feminina Algodão Dream Rosa - G', 'ativo': True}, {'id': 754, 'codigo': 'BADR2GG', 'nome': 'Blusa Feminina Algodão Dream Rosa - GG', 'ativo': True}];2025-09-11 10:22:49
1962;BLUSA Avulsa Estrela Leves Defeitos;Blusa Avulsa 2ª Qualidade;01 Blusa de 2ª Qualidade.;Outlet;0.150;3.00;20.00;20.00;BAELD;2;UN;True;62063000;;0;2024-08-07T00:00:00-03:00;2025-04-25T13:36:29-03:00;[36];[{'id': 1967, 'codigo': 'BAELDG2', 'nome': 'BLUSA Avulsa Estrela Leves Defeitos - G2', 'ativo': False}, {'id': 1963, 'codigo': 'BAELDM', 'nome': 'BLUSA Avulsa Estrela Leves Defeitos - M', 'ativo': False}, {'id': 2026, 'codigo': 'BAELDP', 'nome': 'BLUSA Avulsa Estrela Leves Defeitos - P', 'ativo': False}, {'id': 1966, 'codigo': 'BAELDG1', 'nome': 'BLUSA Avulsa Estrela Leves Defeitos - G1', 'ativo': False}, {'id': 1965, 'codigo': 'BAELDGG', 'nome': 'BLUSA Avulsa Estrela Leves Defeitos - GG', 'ativo': False}, {'id': 1964, 'codigo': 'BAELDG', 'nome': 'BLUSA Avulsa Estrela Leves Defeitos - G', 'ativo': True}];2025-09-11 10:22:49
900;OUTLET LD Pijama Feminino Curto Jesus Love;Pijama Manga Curta;01 Conjunto Leves Defeitos.;Outlet;0.295;3.00;20.00;20.00;BAFM;2;UN;True;62063000;;0;2024-05-17T00:00:00-03:00;;[36];[{'id': 906, 'codigo': 'BAFMGG', 'nome': 'OUTLET LD Pijama Feminino Curto Jesus Love - GG', 'ativo': True}, {'id': 907, 'codigo': 'BAFMG', 'nome': 'OUTLET LD Pijama Feminino Curto Jesus Love - G', 'ativo': True}, {'id': 908, 'codigo': 'BAFMM', 'nome': 'OUTLET LD Pijama Feminino Curto Jesus Love - M', 'ativo': True}, {'id': 901, 'codigo': 'BAFMP', 'nome': 'OUTLET LD Pijama Feminino Curto Jesus Love - P', 'ativo': False}];2025-09-11 10:22:49
1561;BLUSA Avulsa 1ª Happy Rosa ;Blusa Manga Curta Avulsa 1ª Qualidade;01 Blusa Manga Curta de 1ª Qualidade.;Outlet;0.150;3.00;20.00;20.00;BAHRO;2;UN;True;62063000;;0;2024-06-19T00:00:00-03:00;;[36];[{'id': 1562, 'codigo': 'BAHROGG', 'nome': 'BLUSA Avulsa 1ª Happy Rosa  - GG', 'ativo': True}];2025-09-11 10:22:49
902;OUTLET LD Pijama Feminino Curto Suede POA;Conjunto LD;01 Conjunto Leves Defeitos.;Outlet;0.275;3.00;20.00;20.00;BAHV;2;UN;True;62063000;;0;2024-05-17T00:00:00-03:00;;[36];[{'id': 903, 'codigo': 'BAHVM', 'nome': 'OUTLET LD Pijama Feminino Curto Suede POA - M', 'ativo': True}, {'id': 909, 'codigo': 'BAHVP', 'nome': 'OUTLET LD Pijama Feminino Curto Suede POA - P', 'ativo': True}, {'id': 910, 'codigo': 'BAHVG', 'nome': 'OUTLET LD Pijama Feminino Curto Suede POA - G', 'ativo': True}, {'id': 911, 'codigo': 'BAHVGG', 'nome': 'OUTLET LD Pijama Feminino Curto Suede POA - GG', 'ativo': True}, {'id': 912, 'codigo': 'BAHVG1', 'nome': 'OUTLET LD Pijama Feminino Curto Suede POA - G1', 'ativo': True}];2025-09-11 10:22:49
2827;BLUSA Avulsa Infantil Leves Defeitos Dog Me;Blusa Infantil Avulsa;01 Blusa Infantil de Segunda Qualidade.;Outlet;0.150;3.00;20.00;20.00;BAILDDM;2;UN;True;62063000;;0;2025-01-22T00:00:00-03:00;2025-01-22T11:23:04-03:00;[36];[{'id': 2828, 'codigo': 'BAILDDM10', 'nome': 'BLUSA Avulsa Infantil Leves Defeitos Dog Me - 10', 'ativo': True}];2025-09-11 10:22:49
3334;BLUSA Avulsa Infantil Leves Defeitos Rosa Xadrez;Blusa Infantil Avulsa;01 Blusa Infantil de Segunda Qualidade.;Outlet;0.150;3.00;20.00;20.00;BAILDRX;2;UN;True;62063000;;0;2025-04-25T00:00:00-03:00;2025-04-25T13:28:12-03:00;[36];[{'id': 3335, 'codigo': 'BAILDRX14', 'nome': 'BLUSA Avulsa Infantil Leves Defeitos Rosa Xadrez - 14', 'ativo': True}];2025-09-11 10:22:49
3052;BLUSA Avulsa Infantil Leves Defeitos Star;Blusa Infantil Avulsa;01 Blusa Infantil de Segunda Qualidade.;Outlet;0.150;3.00;20.00;20.00;BAILDS;2;UN;True;62063000;;0;2025-03-13T00:00:00-03:00;2025-06-11T14:48:36-03:00;[36];[{'id': 3055, 'codigo': 'BAILDS10', 'nome': 'BLUSA Avulsa Infantil Leves Defeitos Star - 10', 'ativo': True}, {'id': 3056, 'codigo': 'BAILDS14', 'nome': 'BLUSA Avulsa Infantil Leves Defeitos Star - 14', 'ativo': False}, {'id': 3054, 'codigo': 'BAILDS8', 'nome': 'BLUSA Avulsa Infantil Leves Defeitos Star - 08', 'ativo': False}, {'id': 3053, 'codigo': 'BAILDS6', 'nome': 'BLUSA Avulsa Infantil Leves Defeitos Star - 06', 'ativo': False}];2025-09-11 10:22:49
3057;BLUSA Avulsa Infantil Leves Defeitos Xadrez Rosa ;Blusa Infantil Avulsa;01 Blusa Infantil de Segunda Qualidade.;Outlet;0.150;3.00;20.00;20.00;BAILDXR;2;UN;True;62063000;;0;2025-03-14T00:00:00-03:00;2025-03-14T09:07:06-03:00;[36];[{'id': 3058, 'codigo': 'BAILDXR8', 'nome': 'BLUSA Avulsa Infantil Leves Defeitos Xadrez Rosa  - 08', 'ativo': True}, {'id': 3059, 'codigo': 'BAILDXR10', 'nome': 'BLUSA Avulsa Infantil Leves Defeitos Xadrez Rosa  - 10', 'ativo': True}, {'id': 3060, 'codigo': 'BAILDXR12', 'nome': 'BLUSA Avulsa Infantil Leves Defeitos Xadrez Rosa  - 12', 'ativo': True}];2025-09-11 10:22:49
2831;BLUSA Avulsa Infantil Leves Defeitos Xadrez Vermelha;Blusa Infantil Avulsa;01 Blusa Infantil de Segunda Qualidade.;Outlet;0.150;3.00;20.00;20.00;BAILDXV;2;UN;True;62063000;;0;2025-01-22T00:00:00-03:00;2025-01-22T12:05:20-03:00;[36];[{'id': 2832, 'codigo': 'BAILDXV10', 'nome': 'BLUSA Avulsa Infantil Leves Defeitos Xadrez Vermelha - 10', 'ativo': True}];2025-09-11 10:22:49
1559;BLUSA Avulsa Jesus Curta OUTLET;Blusa Manga Curta Avulsa 1ª Qualidade;01 Blusa Manga Curta de 1ª Qualidade.;Outlet;0.150;3.00;20.00;20.00;BAJCO;2;UN;True;62063000;;0;2024-06-19T00:00:00-03:00;;[36];[{'id': 1560, 'codigo': 'BAJCOP', 'nome': 'BLUSA Avulsa Jesus Curta OUTLET - P', 'ativo': True}];2025-09-11 10:22:49
1563;BLUSA Avulsa Jesus Love Leves Defeitos;Blusa Avulsa 2ª Qualidade;01 Blusa de 1ª Qualidade.;Outlet;0.150;3.00;20.00;20.00;BAJLO;2;UN;True;62063000;;0;2024-06-19T00:00:00-03:00;;[36];[{'id': 2031, 'codigo': 'BAJLOGG', 'nome': 'BLUSA Avulsa Jesus Love Leves Defeitos - GG', 'ativo': True}, {'id': 1978, 'codigo': 'BAJLOP', 'nome': 'BLUSA Avulsa Jesus Love Leves Defeitos - P', 'ativo': True}, {'id': 1979, 'codigo': 'BAJLOG', 'nome': 'BLUSA Avulsa Jesus Love Leves Defeitos - G', 'ativo': True}, {'id': 1564, 'codigo': 'BAJLOM', 'nome': 'BLUSA Avulsa Jesus Love Leves Defeitos - M', 'ativo': True}];2025-09-11 10:22:49
730;Blusa Feminina Algodão Lilac Dream;Blusa Manga Curta.;1 Blusa Manga Curta.;Home Wear, Casa, Dia, Conjunto, Curto, Blusa, Manga Curta, Verão, Calor;0.140;2.00;20.00;26.00;BALD;2;UN;True;62063000;;0;2024-01-02T00:00:00-03:00;2025-06-27T17:47:19-03:00;[35, 36, 31];[{'id': 733, 'codigo': 'BALDG', 'nome': 'Blusa Feminina Algodão Lilac Dream - G', 'ativo': True}, {'id': 734, 'codigo': 'BALDGG', 'nome': 'Blusa Feminina Algodão Lilac Dream - GG', 'ativo': False}, {'id': 732, 'codigo': 'BALDM', 'nome': 'Blusa Feminina Algodão Lilac Dream - M', 'ativo': False}, {'id': 731, 'codigo': 'BALDP', 'nome': 'Blusa Feminina Algodão Lilac Dream - P', 'ativo': False}];2025-09-11 10:22:49
1921;BLUSA Avulsa Estrela Azul Leves Defeitos;Blusa Americana Avulsa 2ª;01 Blusa Manga Curta de 2ª Qualidade.;Outlet;0.150;3.00;20.00;20.00;BALDEA;2;UN;True;62063000;;0;2024-08-05T00:00:00-03:00;2025-04-28T17:39:04-03:00;[36];[{'id': 1922, 'codigo': 'BALDEAXGG', 'nome': 'BLUSA Avulsa Estrela Azul Leves Defeitos - XGG', 'ativo': False}, {'id': 1923, 'codigo': 'BALDEAM', 'nome': 'BLUSA Avulsa Estrela Azul Leves Defeitos - M', 'ativo': False}, {'id': 1973, 'codigo': 'BALDEAP', 'nome': 'BLUSA Avulsa Estrela Azul Leves Defeitos - P', 'ativo': False}, {'id': 1924, 'codigo': 'BALDEAG', 'nome': 'BLUSA Avulsa Estrela Azul Leves Defeitos - G', 'ativo': False}, {'id': 1925, 'codigo': 'BALDEAGG', 'nome': 'BLUSA Avulsa Estrela Azul Leves Defeitos - GG', 'ativo': True}];2025-09-11 10:22:49
2157;BLUSA Avulsa Leves Defeitos Mescla Canelada;Blusa Canelada Avulsa;01 Blusa Avulsa Canelada de Primeira Qualidade.;Outlet;0.150;3.00;20.00;20.00;BALDMC;2;UN;True;62063000;;0;2024-10-07T00:00:00-03:00;;[36];[{'id': 2312, 'codigo': 'BALDMCM', 'nome': 'BLUSA Avulsa Leves Defeitos Mescla Canelada - M', 'ativo': True}, {'id': 2158, 'codigo': 'BALDMCGG', 'nome': 'BLUSA Avulsa Leves Defeitos Mescla Canelada - GG', 'ativo': True}];2025-09-11 10:22:49
2864;BLUSA Avulsa Leves defeitos Marinho Dream;Blusa Manga Longa Avulsa;01 Blusa Manga Curta de Segunda Qualidade.;Outlet;0.150;3.00;20.00;20.00;BALDMD;2;UN;True;62063000;;0;2025-01-30T00:00:00-03:00;2025-01-30T18:24:27-03:00;[36];[{'id': 2865, 'codigo': 'BALDMDGG', 'nome': 'BLUSA Avulsa Leves defeitos Marinho Dream - GG', 'ativo': True}];2025-09-11 10:22:49
1942;BLUSA Avulsa Once Me Leves Defeitos ;Blusa Avulsa 2ª Qualidade;01 Blusa de 2ª Qualidade.;Outlet;0.150;3.00;20.00;20.00;BALDOM;2;UN;True;62063000;;0;2024-08-05T00:00:00-03:00;;[36];[{'id': 1943, 'codigo': 'BALDOMM', 'nome': 'BLUSA Avulsa Once Me Leves Defeitos  - M', 'ativo': True}, {'id': 1944, 'codigo': 'BALDOMG', 'nome': 'BLUSA Avulsa Once Me Leves Defeitos  - G', 'ativo': True}, {'id': 1960, 'codigo': 'BALDOMP', 'nome': 'BLUSA Avulsa Once Me Leves Defeitos  - P', 'ativo': True}, {'id': 1961, 'codigo': 'BALDOMGG', 'nome': 'BLUSA Avulsa Once Me Leves Defeitos  - GG', 'ativo': True}];2025-09-11 10:22:49
2382;BLUSA Avulsa Leves Defeitos Pink Dream;Blusa Avulsa ;01 Blusa Avulsa de Segunda Qualidade.;Outlet;0.150;3.00;20.00;20.00;BALDPD;2;UN;True;62063000;;0;2024-12-05T00:00:00-03:00;2024-12-05T16:25:04-03:00;[36];[{'id': 2383, 'codigo': 'BALDPDG', 'nome': 'BLUSA Avulsa Leves Defeitos Pink Dream - G', 'ativo': True}];2025-09-11 10:22:49
3061;BLUSA Avulsa Leves Defeitos Preta Pérola;Blusa Manga Curta Avulsa 2ª Qualidade;01 Blusa Manga Curta de 1ª Qualidade.;Outlet;0.150;3.00;20.00;20.00;BALDPP;2;UN;True;62063000;;0;2025-03-14T00:00:00-03:00;2025-03-14T10:04:18-03:00;[36];[{'id': 3062, 'codigo': 'BALDPPG1', 'nome': 'BLUSA Avulsa Leves Defeitos Preta Pérola - G1', 'ativo': True}];2025-09-11 10:22:49
2313;BLUSA Avulsa Manga Curta Leves Defeitos;Blusa Avulsa Leves Defeitos;01 Blusa Com Leves Defeitos.;Outlet;0.290;3.00;20.00;20.00;BAMCLD;2;UN;True;62063000;;0;2024-11-18T00:00:00-03:00;;[36];[{'id': 2314, 'codigo': 'BAMCLDG', 'nome': 'BLUSA Avulsa Manga Curta Leves Defeitos - G', 'ativo': True}, {'id': 2315, 'codigo': 'BAMCLDGG', 'nome': 'BLUSA Avulsa Manga Curta Leves Defeitos - GG', 'ativo': True}];2025-09-11 10:22:49
1988;BLUSA Avulsa All Marinho Leves Defeitos;Blusa Avulsa Leves Defeitos;01 Blusa Com Leves Defeitos.;Outlet;0.290;3.00;20.00;20.00;BAMLD;2;UN;True;62063000;;0;2024-08-08T00:00:00-03:00;2025-08-01T09:46:53-03:00;[36];[{'id': 1989, 'codigo': 'BAMLDP', 'nome': 'BLUSA Avulsa All Marinho Leves Defeitos - P', 'ativo': True}, {'id': 3941, 'codigo': 'BAMLDM', 'nome': 'BLUSA Avulsa All Marinho Leves Defeitos - M', 'ativo': True}];2025-09-11 10:22:49
1976;BLUSA Avulsa Manga Longa Leves Defeitos;Blusa Avulsa 2ª Qualidade;01 Blusa Manga Curta de 2ª Qualidade.;Outlet;0.150;3.00;20.00;20.00;BAMLLD;2;UN;True;62063000;;0;2024-08-07T00:00:00-03:00;;[36];[{'id': 1977, 'codigo': 'BABHLDM', 'nome': 'BLUSA Avulsa Manga Longa Leves Defeitos - M', 'ativo': True}];2025-09-11 10:22:49
4031;BLUSA Avulsa Manga Longa Leves Defeitos  Bear Me;Blusa Avulsa 2ª Qualidade;01 Blusa Manga Longa Moletinho Pelúcia de 2ª Qualidade.;Outlet;0.150;3.00;20.00;20.00;BAMLLDBM;2;UN;True;62063000;;0;2025-08-27T00:00:00-03:00;2025-08-27T10:11:17-03:00;[36];[{'id': 4032, 'codigo': 'BAMLLDBMM', 'nome': 'BLUSA Avulsa Manga Longa Leves Defeitos  Bear Me - M', 'ativo': True}];2025-09-11 10:22:49
3721;BLUSA Avulsa Preta Black Dream Leves Defeitos;Blusa Manga Curta Avulsa;01 Blusa Manga Curta de 2ª Qualidade.;Outlet;0.150;3.00;20.00;20.00;BAPBDLD;2;UN;True;62063000;;0;2025-06-11T00:00:00-03:00;2025-06-11T11:30:50-03:00;[36];[{'id': 3722, 'codigo': 'BAPBDLDM', 'nome': 'BLUSA Avulsa Preta Black Dream Leves Defeitos - M', 'ativo': True}, {'id': 3723, 'codigo': 'BAPBDLDG', 'nome': 'BLUSA Avulsa Preta Black Dream Leves Defeitos - G', 'ativo': True}, {'id': 3724, 'codigo': 'BAPBDLDGG', 'nome': 'BLUSA Avulsa Preta Black Dream Leves Defeitos - GG', 'ativo': True}];2025-09-11 10:22:49
785;Blusa Feminina Algodão Pink Dream;Blusa Manga Curta.;1 Blusa Manga Curta.;Home Wear, Casa, Dia, Conjunto, Curto, Blusa, Manga Curta, Verão, Calor;0.160;2.00;20.00;26.00;BAPD;2;UN;True;62063000;;0;2024-01-02T00:00:00-03:00;;[31, 35, 36];[{'id': 787, 'codigo': 'BAPDM', 'nome': 'Blusa Feminina Algodão Pink Dream - M', 'ativo': True}, {'id': 788, 'codigo': 'BAPDG', 'nome': 'Blusa Feminina Algodão Pink Dream - G', 'ativo': True}, {'id': 789, 'codigo': 'BAPDGG', 'nome': 'Blusa Feminina Algodão Pink Dream - GG', 'ativo': True}, {'id': 786, 'codigo': 'BAPDP', 'nome': 'Blusa Feminina Algodão Pink Dream - P', 'ativo': True}];2025-09-11 10:22:49
1551;BLUSA Avulsa POA V OUTLET;Blusa Manga Curta Avulsa 1ª Qualidade;01 Blusa Manga Curta de 1ª Qualidade.;Outlet;0.150;3.00;20.00;20.00;BAPVO;2;UN;True;62063000;;0;2024-06-19T00:00:00-03:00;;[36];[{'id': 1552, 'codigo': 'BAPVOGG', 'nome': 'BLUSA Avulsa POA V OUTLET - GG', 'ativo': True}];2025-09-11 10:22:49
889;OUTLET PRIMEIRA Shorts Algodão Listra Marinho;;01 Shorts de primeira qualidade.;Outlet;0.190;3.00;20.00;20.00;BAVO;2;UN;True;62063000;;0;2024-05-17T00:00:00-03:00;;[36];[{'id': 913, 'codigo': 'BAVOP', 'nome': 'OUTLET PRIMEIRA Shorts Algodão Listra Marinho - P', 'ativo': True}, {'id': 914, 'codigo': 'BAVOG', 'nome': 'OUTLET PRIMEIRA Shorts Algodão Listra Marinho - G', 'ativo': True}, {'id': 890, 'codigo': 'BAVOM', 'nome': 'OUTLET PRIMEIRA Shorts Algodão Listra Marinho - M', 'ativo': False}];2025-09-11 10:22:49
682;Blusa Masculina Algodão Branca PKD;Blusa Manga Curta.;1 Blusa Manga Curta.;Blusa Masculina, Algodão, Pijama Masculino;0.190;2.00;20.00;26.00;BAWD;2;UN;True;62063000;;0;2024-01-01T00:00:00-03:00;2025-04-03T14:13:52-03:00;[35, 30, 36];[{'id': 684, 'codigo': 'BAWDM', 'nome': 'Blusa Masculina Algodão Branca PKD - M', 'ativo': False}, {'id': 855, 'codigo': 'BAWDG2', 'nome': 'Blusa Masculina Algodão Branca PKD - G2', 'ativo': False}, {'id': 856, 'codigo': 'BAWDPP', 'nome': 'Blusa Masculina Algodão Branca PKD - PP', 'ativo': False}, {'id': 854, 'codigo': 'BAWDG1', 'nome': 'Blusa Masculina Algodão Branca PKD - G1', 'ativo': False}, {'id': 683, 'codigo': 'BAWDP', 'nome': 'Blusa Masculina Algodão Branca PKD - P', 'ativo': False}, {'id': 686, 'codigo': 'BAWDGG', 'nome': 'Blusa Masculina Algodão Branca PKD - GG', 'ativo': False}, {'id': 685, 'codigo': 'BAWDG', 'nome': 'Blusa Masculina Algodão Branca PKD - G', 'ativo': True}];2025-09-11 10:22:49
3930;BLUSA Avulsa Xadrez Marinho Leves Defeitos ;Blusa Manga Curta Avulsa;01 Blusa Manga Curta de 2ª Qualidade.;Outlet;0.150;3.00;20.00;20.00;BAXMLD;2;UN;True;62063000;;0;2025-07-31T00:00:00-03:00;2025-07-31T17:11:38-03:00;[36];[{'id': 3931, 'codigo': 'BAXMLDM', 'nome': 'BLUSA Avulsa Xadrez Marinho Leves Defeitos  - M', 'ativo': True}];2025-09-11 10:22:49
3729;BLUSA Avulsa Xadrez Rosa Marinho Leves Defeitos ;Blusa Manga Curta Avulsa;01 Blusa Manga Curta de 2ª Qualidade.;Outlet;0.150;3.00;20.00;20.00;BAXRMLD;2;UN;True;62063000;;0;2025-06-11T00:00:00-03:00;2025-06-11T17:10:05-03:00;[36];[{'id': 3730, 'codigo': 'BAXRMLDG', 'nome': 'BLUSA Avulsa Xadrez Rosa Marinho Leves Defeitos  - G', 'ativo': True}];2025-09-11 10:22:49
1253;Body bebê Algodão Manga Curta Amarelo;Body Infantil Manga Curta.;1 Body Manga Curta.;Body Infantil, Infantil, Body Manga Curta, Body Bebê, Bebe;0.075;2.00;15.00;17.00;BBAMCA;2;UN;True;62063000;;0;2023-11-01T00:00:00-03:00;;[41, 42];[{'id': 1254, 'codigo': 'BBAMCAP', 'nome': 'Body bebê Algodão Manga Curta Amarelo - P', 'ativo': True}, {'id': 1255, 'codigo': 'BBAMCA-M', 'nome': 'Body bebê Algodão Manga Curta Amarelo - M', 'ativo': True}, {'id': 1256, 'codigo': 'BBAMCAG', 'nome': 'Body bebê Algodão Manga Curta Amarelo - G', 'ativo': True}, {'id': 1257, 'codigo': 'BBAMCA1', 'nome': 'Body bebê Algodão Manga Curta Amarelo - 01', 'ativo': True}, {'id': 1258, 'codigo': 'BBAMCA2', 'nome': 'Body bebê Algodão Manga Curta Amarelo - 02', 'ativo': True}, {'id': 1259, 'codigo': 'BBAMCA3', 'nome': 'Body bebê Algodão Manga Curta Amarelo - 03', 'ativo': True}];2025-09-11 10:22:49
